Name            Location        Type         Namespace  Source
caseD_5         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_6         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_7         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_8         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_9         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_b         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_c         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_e         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_f         00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_10        00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_12        00fdb106        Instruction Label       switchD_00fdb104        Analysis
caseD_13        00fdb106        Instruction Label       switchD_00fdb104        Analysis
app_restype     00fdb2f8        Function        Global  User Defined
app_reverse     00fdb322        Function        Global  User Defined
save_inf        00fdb34c        Function        Global  User Defined
caseD_3         00fdb4ec        Instruction Label       switchD_00fdb54a        Analysis
caseD_2         00fdb4f2        Instruction Label       switchD_00fdb54a        Analysis
caseD_4         00fdb4f8        Instruction Label       switchD_00fdb54a        Analysis
caseD_0         00fdb4fe        Instruction Label       switchD_00fdb54a        Analysis
caseD_1         00fdb532        Instruction Label       switchD_00fdb54a        Analysis
switchD         00fdb54a        Instruction Label       switchD_00fdb54a        Analysis
caseD_5         00fdb54c        Instruction Label       switchD_00fdb54a        Analysis
set_infpath     00fdb694        Function        Global  User Defined
rest_infpath    00fdb6dc        Function        Global  User Defined
set_defdrv      00fdb6f2        Function        Global  User Defined
app_blddesk     00fdb712        Function        Global  User Defined
app_afind       00fdb89e        Function        Global  User Defined
gr_obfind       00fdb918        Function        Global  User Defined
gr_isdown       00fdb970        Function        Global  User Defined
gr_accobs       00fdb9e8        Function        Global  User Defined
move_drvicon    00fdba96        Function        Global  User Defined
gr_extent       00fdbbc6        Function        Global  User Defined
gr_obalign      00fdbc86        Function        Global  User Defined
gr_plns         00fdbcc8        Function        Global  User Defined
gr_bwait        00fdbd2c        Function        Global  User Defined
gr_drgplns      00fdbdb2        Function        Global  User Defined
act_chkobj      00fdc0b4        Function        Global  User Defined
act_chg         00fdc23c        Function        Global  User Defined
act_allchg      00fdc320        Function        Global  User Defined
act_bsclick     00fdc49a        Function        Global  User Defined
act_bdown       00fdc5a4        Function        Global  User Defined
fm_draw         00fdc786        Function        Global  User Defined
do_namecon      00fdc7ca        Function        Global  User Defined
do_finish       00fdc830        Function        Global  User Defined
show_hide       00fdc876        Function        Global  User Defined
drawfld         00fdc8dc        Function        Global  User Defined
add_path        00fdc93c        Function        Global  User Defined
sub_path        00fdc96a        Function        Global  User Defined
add_fname       00fdc9a2        Function        Global  User Defined
del_fname       00fdc9c4        Function        Global  User Defined
get_fname       00fdc9f0        Function        Global  User Defined
dos_error       00fdca38        Function        Global  User Defined
d_dofdel        00fdca66        Function        Global  User Defined
do_dofcopy      00fdca74        Function        Global  User Defined
d_doop          00fdcc90        Function        Global  User Defined
ret_path        00fdcf9e        Function        Global  User Defined
par_chk         00fdcfe2        Function        Global  User Defined
dir_op          00fdd156        Function        Global  User Defined
ap_init         00fdd64e        Function        Global  User Defined
ap_bvset        00fdd6a4        Function        Global  User Defined
ap_exit         00fdd6bc        Function        Global  User Defined
appl_write      00fdd6f6        Function        Global  User Defined
far_call        00fdd71a        Function        Global  User Defined
evnt_multi      00fdd72c        Function        Global  User Defined
evnt_button     00fdd7d6        Function        Global  User Defined
evnt_dclick     00fdd81a        Function        Global  User Defined
form_do         00fdd836        Function        Global  User Defined
form_dial       00fdd852        Function        Global  User Defined
form_alert      00fdd87a        Function        Global  User Defined
form_error      00fdd896        Function        Global  User Defined
form_center     00fdd8ac        Function        Global  User Defined
graf_mouse      00fdd8ec        Function        Global  User Defined
graf_handle     00fdd946        Function        Global  User Defined
graf_rubbox     00fdd97a        Function        Global  User Defined
graf_mkstate    00fdd9a2        Function        Global  User Defined
graf_growbox    00fdd9ca        Function        Global  User Defined
graf_shrinkbox  00fdd9e2        Function        Global  User Defined
menu_tnormal    00fdd9fa        Function        Global  User Defined
menu_bar        00fdda34        Function        Global  User Defined
menu_icheck     00fdda50        Function        Global  User Defined
menu_ienable    00fdda7c        Function        Global  User Defined
objc_offset     00fddac6        Function        Global  User Defined
objc_order      00fddaee        Function        Global  User Defined
objc_find       00fddb0e        Function        Global  User Defined
objc_add        00fddb3a        Function        Global  User Defined
objc_draw       00fddb5a        Function        Global  User Defined
objc_change     00fddb84        Function        Global  User Defined
rsrc_free       00fddbb2        Function        Global  User Defined
rsrc_gaddr      00fddbca        Function        Global  User Defined
shel_write      00fddbf0        Function        Global  User Defined
shel_get        00fddc1c        Function        Global  User Defined
shel_put        00fddc38        Function        Global  User Defined
wind_close      00fddc54        Function        Global  User Defined
wind_delete     00fddc6a        Function        Global  User Defined
wind_find       00fddc80        Function        Global  User Defined
wind_update     00fddc9c        Function        Global  User Defined
wind_create     00fddcb2        Function        Global  User Defined
wind_open       00fddcd2        Function        Global  User Defined
